Simulation time (in s),avgServedBlocksDl-SingleCell_withSecondaryGnb-masterEnb #comment:- Number of resource block (values in blocks) by Enb in downlink with total reource blocks=50.,Simulation time (in sec),avgServedBlocksDl-SingleCell_withSecondaryGnb-secondarygnb #comment:- Number of resource block (values in blocks) by gnb in downlink with total reource blocks=50.
96.633,1,96.633,2
96.634,2,96.634,2
96.635,1,96.635,1
96.636,1,96.636,1
96.637,1,96.637,0
96.638,0,96.638,0
96.639,1,96.639,1
96.64,2,96.64,1
96.641,0,96.641,0
96.642,0,96.642,0
96.643,0,96.643,0
96.644,0,96.644,0
96.645,0,96.645,0
96.646,0,96.646,0
96.647,0,96.647,0
96.648,0,96.648,0
96.649,0,96.649,0
96.65,0,96.65,0
96.651,1,96.651,0
96.652,0,96.652,3
96.653,1,96.653,2
96.654,2,96.654,2
96.655,1,96.655,1
96.656,1,96.656,1
96.657,1,96.657,0
96.658,0,96.658,0
96.659,1,96.659,1
96.66,2,96.66,1
96.661,0,96.661,0
96.662,0,96.662,0
96.663,0,96.663,0
96.664,0,96.664,0
96.665,0,96.665,0
96.666,0,96.666,0
96.667,0,96.667,0
96.668,0,96.668,0
96.669,0,96.669,0
96.67,0,96.67,0
96.671,1,96.671,0
96.672,0,96.672,3
96.673,1,96.673,2
96.674,2,96.674,2
96.675,1,96.675,1
96.676,1,96.676,1
96.677,1,96.677,0
96.678,0,96.678,0
96.679,1,96.679,1
96.68,2,96.68,0
96.681,0,96.681,1
96.682,0,96.682,0
96.683,0,96.683,0
96.684,0,96.684,0
96.685,0,96.685,0
96.686,0,96.686,0
96.687,0,96.687,0
96.688,0,96.688,0
96.689,0,96.689,0
96.69,0,96.69,0
96.691,1,96.691,0
96.692,0,96.692,3
96.693,1,96.693,2
96.694,2,96.694,2
96.695,1,96.695,1
96.696,1,96.696,1
96.697,1,96.697,0
96.698,0,96.698,0
96.699,1,96.699,1
96.7,2,96.7,0
96.701,0,96.701,1
96.702,0,96.702,0
96.703,0,96.703,0
96.704,0,96.704,0
96.705,0,96.705,0
96.706,0,96.706,0
96.707,0,96.707,0
96.708,0,96.708,0
96.709,0,96.709,0
96.71,0,96.71,0
96.711,1,96.711,0
96.712,0,96.712,3
96.713,1,96.713,2
96.714,2,96.714,2
96.715,1,96.715,1
96.716,1,96.716,1
96.717,1,96.717,0
96.718,0,96.718,0
96.719,1,96.719,1
96.72,2,96.72,0
96.721,0,96.721,1
96.722,0,96.722,0
96.723,0,96.723,0
96.724,0,96.724,0
96.725,0,96.725,0
96.726,0,96.726,0
96.727,0,96.727,0
96.728,0,96.728,0
96.729,0,96.729,0
96.73,0,96.73,0
96.731,1,96.731,0
96.732,0,96.732,3
96.733,1,96.733,2
96.734,2,96.734,2
96.735,1,96.735,1
96.736,1,96.736,1
96.737,1,96.737,0
96.738,0,96.738,0
96.739,1,96.739,1
96.74,2,96.74,0
96.741,0,96.741,1
96.742,0,96.742,0
96.743,0,96.743,0
96.744,0,96.744,0
96.745,0,96.745,0
96.746,0,96.746,0
96.747,0,96.747,0
96.748,0,96.748,0
96.749,0,96.749,0
96.75,0,96.75,0
96.751,1,96.751,0
96.752,0,96.752,3
96.753,1,96.753,2
96.754,2,96.754,2
96.755,1,96.755,1
96.756,1,96.756,1
96.757,1,96.757,0
96.758,0,96.758,0
96.759,1,96.759,1
96.76,3,96.76,1
96.761,0,96.761,1
96.762,0,96.762,0
96.763,0,96.763,0
96.764,0,96.764,0
96.765,0,96.765,0
96.766,0,96.766,1
96.767,0,96.767,0
96.768,0,96.768,0
96.769,0,96.769,0
96.77,0,96.77,0
96.771,1,96.771,0
96.772,0,96.772,3
96.773,1,96.773,2
96.774,2,96.774,2
96.775,1,96.775,1
96.776,1,96.776,1
96.777,1,96.777,0
96.778,0,96.778,0
96.779,1,96.779,1
96.78,2,96.78,1
96.781,0,96.781,1
96.782,0,96.782,0
96.783,0,96.783,0
96.784,0,96.784,0
96.785,0,96.785,0
96.786,0,96.786,0
96.787,0,96.787,0
96.788,0,96.788,0
96.789,0,96.789,0
96.79,0,96.79,0
96.791,1,96.791,0
96.792,0,96.792,3
96.793,1,96.793,2
96.794,2,96.794,2
96.795,1,96.795,1
96.796,1,96.796,1
96.797,1,96.797,0
96.798,0,96.798,0
96.799,1,96.799,1
96.8,2,96.8,0
96.801,0,96.801,0
96.802,0,96.802,0
96.803,0,96.803,0
96.804,0,96.804,0
96.805,0,96.805,0
96.806,0,96.806,0
96.807,0,96.807,0
96.808,0,96.808,0
96.809,0,96.809,0
96.81,0,96.81,0
96.811,1,96.811,0
96.812,0,96.812,3
96.813,1,96.813,2
96.814,2,96.814,2
96.815,1,96.815,1
96.816,1,96.816,1
96.817,1,96.817,0
96.818,0,96.818,0
96.819,1,96.819,1
96.82,3,96.82,0
96.821,0,96.821,0
96.822,0,96.822,0
96.823,0,96.823,0
96.824,0,96.824,0
96.825,0,96.825,0
96.826,0,96.826,0
96.827,0,96.827,0
96.828,0,96.828,0
96.829,0,96.829,0
96.83,0,96.83,0
96.831,1,96.831,0
96.832,0,96.832,3
96.833,1,96.833,2
96.834,2,96.834,2
96.835,1,96.835,1
96.836,1,96.836,1
96.837,2,96.837,0
96.838,0,96.838,0
96.839,1,96.839,1
96.84,2,96.84,0
96.841,0,96.841,1
96.842,0,96.842,0
96.843,0,96.843,0
96.844,0,96.844,0
96.845,0,96.845,0
96.846,0,96.846,0
96.847,0,96.847,0
96.848,0,96.848,0
96.849,0,96.849,0
96.85,0,96.85,0
96.851,1,96.851,0
96.852,0,96.852,3
96.853,1,96.853,2
96.854,2,96.854,2
96.855,1,96.855,1
96.856,1,96.856,1
96.857,1,96.857,0
96.858,0,96.858,0
96.859,1,96.859,1
96.86,2,96.86,1
96.861,0,96.861,1
96.862,0,96.862,0
96.863,0,96.863,0
96.864,0,96.864,0
96.865,0,96.865,0
96.866,0,96.866,0
96.867,0,96.867,0
96.868,0,96.868,0
96.869,0,96.869,0
96.87,0,96.87,0
96.871,1,96.871,0
96.872,0,96.872,3
96.873,1,96.873,2
96.874,2,96.874,2
96.875,1,96.875,1
96.876,1,96.876,1
96.877,1,96.877,0
96.878,0,96.878,0
96.879,1,96.879,1
96.88,2,96.88,1
96.881,0,96.881,1
96.882,0,96.882,0
96.883,0,96.883,0
96.884,0,96.884,0
96.885,0,96.885,0
96.886,0,96.886,0
96.887,0,96.887,0
96.888,0,96.888,0
96.889,0,96.889,0
96.89,0,96.89,0
96.891,1,96.891,0
96.892,0,96.892,3
96.893,1,96.893,2
96.894,2,96.894,2
96.895,1,96.895,1
96.896,1,96.896,1
96.897,1,96.897,0
96.898,0,96.898,0
96.899,1,96.899,1
96.9,3,96.9,1
96.901,0,96.901,1
96.902,1,96.902,0
96.903,0,96.903,0
96.904,0,96.904,0
96.905,0,96.905,0
96.906,0,96.906,0
96.907,0,96.907,0
96.908,0,96.908,0
96.909,0,96.909,0
96.91,0,96.91,0
96.911,1,96.911,0
96.912,0,96.912,3
96.913,1,96.913,2
96.914,2,96.914,2
96.915,1,96.915,1
96.916,1,96.916,1
96.917,1,96.917,0
96.918,0,96.918,0
96.919,1,96.919,1
96.92,2,96.92,0
96.921,0,96.921,0
96.922,0,96.922,0
96.923,0,96.923,0
96.924,0,96.924,0
96.925,0,96.925,0
96.926,0,96.926,0
96.927,0,96.927,0
96.928,0,96.928,0
96.929,0,96.929,0
96.93,0,96.93,0
96.931,1,96.931,0
96.932,0,96.932,3
96.933,1,96.933,2
96.934,2,96.934,2
96.935,1,96.935,1
96.936,1,96.936,1
96.937,1,96.937,0
96.938,0,96.938,0
96.939,1,96.939,1
96.94,2,96.94,0
96.941,0,96.941,0
96.942,0,96.942,0
96.943,0,96.943,0
96.944,0,96.944,0
96.945,0,96.945,0
96.946,0,96.946,0
96.947,0,96.947,0
96.948,0,96.948,0
96.949,0,96.949,0
96.95,0,96.95,0
96.951,1,96.951,0
96.952,0,96.952,3
96.953,1,96.953,2
96.954,2,96.954,2
96.955,1,96.955,1
96.956,1,96.956,1
96.957,1,96.957,0
96.958,0,96.958,0
96.959,1,96.959,1
96.96,2,96.96,0
96.961,0,96.961,1
96.962,0,96.962,0
96.963,0,96.963,0
96.964,0,96.964,0
96.965,0,96.965,0
96.966,0,96.966,0
96.967,0,96.967,0
96.968,0,96.968,0
96.969,0,96.969,0
96.97,0,96.97,0
96.971,1,96.971,0
96.972,0,96.972,3
96.973,1,96.973,2
96.974,2,96.974,2
96.975,1,96.975,1
96.976,1,96.976,1
96.977,1,96.977,0
96.978,0,96.978,0
96.979,1,96.979,1
96.98,3,96.98,0
96.981,0,96.981,0
96.982,0,96.982,0
96.983,0,96.983,0
96.984,0,96.984,0
96.985,0,96.985,0
96.986,0,96.986,0
96.987,0,96.987,0
96.988,0,96.988,0
96.989,0,96.989,0
96.99,0,96.99,0
96.991,1,96.991,0
96.992,0,96.992,3
96.993,1,96.993,2
96.994,2,96.994,2
96.995,1,96.995,1
96.996,1,96.996,1
96.997,1,96.997,0
96.998,0,96.998,0
96.999,1,96.999,1
97,2,97,1
97.001,0,97.001,1
97.002,0,97.002,0
97.003,0,97.003,0
97.004,0,97.004,0
97.005,0,97.005,0
97.006,0,97.006,0
97.007,0,97.007,0
97.008,0,97.008,0
97.009,0,97.009,0
97.01,0,97.01,0
97.011,1,97.011,0
97.012,0,97.012,3
97.013,1,97.013,2
97.014,2,97.014,2
97.015,1,97.015,1
97.016,1,97.016,1
97.017,1,97.017,0
97.018,0,97.018,0
97.019,1,97.019,1
97.02,2,97.02,0
97.021,0,97.021,1
97.022,0,97.022,0
97.023,0,97.023,0
97.024,0,97.024,0
97.025,0,97.025,0
97.026,0,97.026,0
97.027,0,97.027,0
97.028,0,97.028,0
97.029,0,97.029,0
97.03,0,97.03,0
97.031,1,97.031,0
97.032,0,97.032,3
97.033,1,97.033,2
97.034,2,97.034,2
97.035,1,97.035,1
97.036,1,97.036,1
97.037,1,97.037,0
97.038,0,97.038,0
97.039,1,97.039,1
97.04,2,97.04,0
97.041,0,97.041,0
97.042,0,97.042,0
97.043,0,97.043,0
97.044,0,97.044,0
97.045,0,97.045,0
97.046,0,97.046,0
97.047,0,97.047,0
97.048,0,97.048,0
97.049,0,97.049,0
97.05,0,97.05,0
97.051,1,97.051,0
97.052,0,97.052,3
97.053,1,97.053,2
97.054,2,97.054,2
97.055,1,97.055,1
97.056,1,97.056,1
97.057,1,97.057,0
97.058,0,97.058,0
97.059,1,97.059,1
97.06,2,97.06,0
97.061,0,97.061,1
97.062,0,97.062,0
97.063,0,97.063,0
97.064,0,97.064,0
97.065,0,97.065,0
97.066,0,97.066,0
97.067,0,97.067,0
97.068,0,97.068,0
97.069,0,97.069,0
97.07,0,97.07,0
97.071,1,97.071,0
97.072,0,97.072,3
97.073,1,97.073,2
97.074,2,97.074,2
97.075,1,97.075,1
97.076,1,97.076,1
97.077,1,97.077,0
97.078,0,97.078,0
97.079,1,97.079,1
97.08,2,97.08,0
97.081,0,97.081,1
97.082,0,97.082,0
97.083,0,97.083,0
97.084,0,97.084,0
97.085,0,97.085,0
97.086,0,97.086,0
97.087,0,97.087,0
97.088,0,97.088,0
97.089,0,97.089,0
97.09,0,97.09,0
97.091,1,97.091,0
97.092,0,97.092,3
97.093,1,97.093,2
97.094,2,97.094,2
97.095,1,97.095,1
97.096,1,97.096,1
97.097,1,97.097,0
97.098,0,97.098,0
97.099,1,97.099,1
97.1,2,97.1,0
97.101,0,97.101,1
97.102,0,97.102,0
97.103,0,97.103,0
97.104,0,97.104,0
97.105,0,97.105,0
97.106,0,97.106,0
97.107,0,97.107,0
97.108,0,97.108,0
97.109,0,97.109,0
97.11,0,97.11,0
97.111,1,97.111,0
97.112,0,97.112,3
97.113,1,97.113,2
97.114,2,97.114,2
97.115,1,97.115,1
97.116,1,97.116,1
97.117,1,97.117,0
97.118,0,97.118,0
97.119,1,97.119,1
97.12,2,97.12,0
97.121,0,97.121,1
97.122,0,97.122,0
97.123,0,97.123,0
97.124,0,97.124,0
97.125,0,97.125,0
97.126,0,97.126,0
97.127,0,97.127,0
97.128,0,97.128,0
97.129,0,97.129,0
97.13,0,97.13,0
97.131,1,97.131,0
97.132,0,97.132,3
97.133,1,97.133,2
97.134,2,97.134,2
97.135,1,97.135,1
97.136,1,97.136,1
97.137,1,97.137,0
97.138,0,97.138,0
97.139,1,97.139,1
97.14,2,97.14,0
97.141,0,97.141,1
97.142,0,97.142,0
97.143,0,97.143,0
97.144,0,97.144,0
97.145,0,97.145,0
97.146,0,97.146,0
97.147,0,97.147,0
97.148,0,97.148,0
97.149,0,97.149,0
97.15,0,97.15,0
97.151,1,97.151,0
97.152,0,97.152,3
97.153,1,97.153,2
97.154,2,97.154,2
97.155,1,97.155,1
97.156,1,97.156,1
97.157,1,97.157,0
97.158,0,97.158,0
97.159,1,97.159,1
97.16,2,97.16,0
97.161,0,97.161,1
97.162,0,97.162,0
97.163,0,97.163,0
97.164,0,97.164,0
97.165,1,97.165,1
97.166,1,97.166,0
97.167,0,97.167,0
97.168,0,97.168,0
97.169,0,97.169,0
97.17,0,97.17,0
97.171,1,97.171,0
97.172,0,97.172,3
97.173,1,97.173,2
97.174,2,97.174,2
97.175,1,97.175,1
97.176,1,97.176,1
97.177,1,97.177,0
97.178,0,97.178,0
97.179,1,97.179,1
97.18,2,97.18,0
97.181,0,97.181,0
97.182,0,97.182,0
97.183,0,97.183,0
97.184,0,97.184,0
97.185,0,97.185,0
97.186,0,97.186,0
97.187,0,97.187,0
97.188,0,97.188,0
97.189,0,97.189,0
97.19,0,97.19,0
97.191,1,97.191,0
97.192,0,97.192,3
97.193,1,97.193,2
97.194,2,97.194,2
97.195,1,97.195,1
97.196,1,97.196,1
97.197,1,97.197,0
97.198,0,97.198,0
97.199,1,97.199,1
97.2,2,97.2,0
97.201,0,97.201,1
97.202,0,97.202,0
97.203,0,97.203,0
97.204,0,97.204,0
97.205,0,97.205,0
97.206,0,97.206,0
97.207,0,97.207,0
97.208,0,97.208,0
97.209,0,97.209,0
97.21,0,97.21,0
97.211,1,97.211,0
97.212,0,97.212,3
97.213,1,97.213,2
97.214,2,97.214,2
97.215,1,97.215,1
97.216,1,97.216,1
97.217,1,97.217,0
97.218,0,97.218,0
97.219,1,97.219,1
97.22,2,97.22,0
97.221,0,97.221,1
97.222,0,97.222,0
97.223,0,97.223,0
97.224,0,97.224,0
97.225,0,97.225,0
97.226,0,97.226,0
97.227,0,97.227,0
97.228,0,97.228,0
97.229,0,97.229,0
97.23,0,97.23,0
97.231,1,97.231,0
97.232,0,97.232,3
97.233,1,97.233,2
97.234,2,97.234,2
97.235,1,97.235,1
97.236,1,97.236,1
97.237,1,97.237,0
97.238,0,97.238,0
97.239,1,97.239,1
97.24,2,97.24,0
97.241,0,97.241,0
97.242,0,97.242,0
97.243,0,97.243,0
97.244,0,97.244,0
97.245,0,97.245,0
97.246,0,97.246,0
97.247,0,97.247,0
97.248,0,97.248,0
97.249,0,97.249,0
97.25,0,97.25,0
97.251,1,97.251,0
97.252,0,97.252,3
97.253,1,97.253,2
97.254,2,97.254,2
97.255,1,97.255,1
97.256,1,97.256,1
97.257,1,97.257,0
97.258,0,97.258,0
97.259,1,97.259,1
97.26,2,97.26,0
97.261,0,97.261,1
97.262,0,97.262,0
97.263,0,97.263,0
97.264,0,97.264,0
97.265,1,97.265,1
97.266,0,97.266,0
97.267,0,97.267,0
97.268,0,97.268,0
97.269,0,97.269,0
97.27,0,97.27,0
97.271,2,97.271,0
97.272,0,97.272,3
97.273,1,97.273,2
97.274,2,97.274,2
97.275,1,97.275,1
97.276,1,97.276,1
97.277,1,97.277,0
97.278,0,97.278,0
97.279,1,97.279,1
97.28,2,97.28,0
97.281,0,97.281,1
97.282,0,97.282,0
97.283,0,97.283,0
97.284,0,97.284,0
97.285,0,97.285,0
97.286,0,97.286,0
97.287,0,97.287,0
97.288,0,97.288,0
97.289,0,97.289,0
97.29,0,97.29,0
97.291,1,97.291,0
97.292,0,97.292,3
97.293,1,97.293,2
97.294,2,97.294,2
97.295,1,97.295,1
97.296,1,97.296,1
97.297,1,97.297,0
97.298,0,97.298,0
97.299,1,97.299,1
97.3,2,97.3,0
97.301,0,97.301,1
97.302,0,97.302,0
97.303,0,97.303,0
97.304,0,97.304,0
97.305,0,97.305,0
97.306,0,97.306,0
97.307,0,97.307,0
97.308,0,97.308,0
97.309,0,97.309,0
97.31,0,97.31,0
97.311,1,97.311,0
97.312,0,97.312,3
97.313,1,97.313,2
97.314,2,97.314,2
97.315,1,97.315,1
97.316,1,97.316,1
97.317,1,97.317,0
97.318,0,97.318,0
97.319,1,97.319,1
97.32,2,97.32,0
97.321,0,97.321,0
97.322,0,97.322,0
97.323,0,97.323,0
97.324,0,97.324,0
97.325,0,97.325,0
97.326,0,97.326,0
97.327,0,97.327,0
97.328,0,97.328,0
97.329,0,97.329,0
97.33,0,97.33,0
97.331,1,97.331,0
97.332,0,97.332,3
97.333,1,97.333,2
97.334,2,97.334,2
97.335,1,97.335,1
97.336,1,97.336,1
97.337,1,97.337,0
97.338,0,97.338,0
97.339,1,97.339,1
97.34,2,97.34,0
97.341,0,97.341,1
97.342,0,97.342,0
97.343,0,97.343,0
97.344,0,97.344,0
97.345,0,97.345,0
97.346,0,97.346,0
97.347,0,97.347,0
97.348,0,97.348,0
97.349,0,97.349,0
97.35,0,97.35,0
97.351,1,97.351,0
97.352,0,97.352,3
97.353,1,97.353,2
97.354,2,97.354,2
97.355,1,97.355,1
97.356,1,97.356,1
97.357,1,97.357,0
97.358,0,97.358,0
97.359,1,97.359,1
97.36,2,97.36,0
97.361,0,97.361,1
97.362,0,97.362,0
97.363,0,97.363,0
97.364,0,97.364,0
97.365,0,97.365,0
97.366,0,97.366,0
97.367,0,97.367,0
97.368,0,97.368,0
97.369,0,97.369,0
97.37,0,97.37,0
97.371,1,97.371,0
97.372,0,97.372,3
97.373,1,97.373,2
97.374,2,97.374,2
97.375,1,97.375,1
97.376,1,97.376,1
97.377,1,97.377,0
97.378,0,97.378,0
97.379,1,97.379,1
97.38,2,97.38,0
97.381,0,97.381,0
97.382,0,97.382,0
97.383,0,97.383,0
97.384,0,97.384,0
97.385,0,97.385,0
97.386,0,97.386,0
97.387,0,97.387,0
97.388,0,97.388,0
97.389,0,97.389,0
97.39,0,97.39,0
97.391,1,97.391,0
97.392,0,97.392,3
97.393,1,97.393,2
97.394,2,97.394,2
97.395,1,97.395,1
97.396,1,97.396,1
97.397,1,97.397,0
97.398,0,97.398,0
97.399,1,97.399,1
97.4,2,97.4,0
97.401,0,97.401,0
97.402,0,97.402,0
97.403,0,97.403,0
97.404,0,97.404,0
97.405,0,97.405,0
97.406,0,97.406,0
97.407,0,97.407,0
97.408,0,97.408,0
97.409,0,97.409,0
97.41,0,97.41,0
97.411,1,97.411,0
97.412,0,97.412,3
97.413,1,97.413,2
97.414,2,97.414,2
97.415,1,97.415,1
97.416,1,97.416,1
97.417,1,97.417,0
97.418,0,97.418,0
97.419,1,97.419,1
97.42,2,97.42,0
97.421,0,97.421,0
97.422,0,97.422,0
97.423,0,97.423,0
97.424,0,97.424,0
97.425,0,97.425,0
97.426,0,97.426,0
97.427,0,97.427,0
97.428,0,97.428,0
97.429,0,97.429,0
97.43,0,97.43,0
97.431,1,97.431,0
97.432,0,97.432,3
97.433,1,97.433,2
97.434,2,97.434,2
97.435,1,97.435,1
97.436,1,97.436,1
97.437,1,97.437,0
97.438,0,97.438,0
97.439,1,97.439,1
97.44,2,97.44,0
97.441,0,97.441,0
97.442,0,97.442,0
97.443,0,97.443,0
97.444,0,97.444,0
97.445,0,97.445,0
97.446,0,97.446,0
97.447,0,97.447,0
97.448,0,97.448,0
97.449,0,97.449,0
97.45,0,97.45,0
97.451,1,97.451,0
97.452,0,97.452,3
97.453,1,97.453,2
97.454,2,97.454,2
97.455,1,97.455,1
97.456,1,97.456,1
97.457,1,97.457,0
97.458,0,97.458,0
97.459,1,97.459,1
97.46,2,97.46,0
97.461,0,97.461,0
97.462,0,97.462,0
97.463,0,97.463,0
97.464,0,97.464,0
97.465,1,97.465,1
97.466,0,97.466,0
97.467,0,97.467,0
97.468,0,97.468,0
97.469,0,97.469,0
97.47,0,97.47,0
97.471,1,97.471,0
97.472,0,97.472,3
97.473,1,97.473,2
97.474,2,97.474,2
97.475,1,97.475,1
97.476,1,97.476,1
97.477,1,97.477,0
97.478,0,97.478,0
97.479,1,97.479,1
97.48,2,97.48,0
97.481,0,97.481,1
97.482,0,97.482,0
97.483,0,97.483,0
97.484,0,97.484,0
97.485,0,97.485,0
97.486,0,97.486,0
97.487,0,97.487,0
97.488,0,97.488,0
97.489,0,97.489,0
97.49,0,97.49,0
97.491,1,97.491,0
97.492,0,97.492,3
97.493,1,97.493,2
97.494,2,97.494,2
97.495,1,97.495,1
97.496,1,97.496,1
97.497,1,97.497,0
97.498,0,97.498,0
97.499,1,97.499,1
97.5,2,97.5,0
97.501,0,97.501,0
97.502,0,97.502,0
97.503,0,97.503,0
97.504,0,97.504,0
97.505,0,97.505,0
97.506,0,97.506,0
97.507,0,97.507,0
97.508,0,97.508,0
97.509,0,97.509,0
97.51,0,97.51,0
97.511,1,97.511,0
97.512,0,97.512,3
97.513,1,97.513,2
97.514,2,97.514,2
97.515,1,97.515,1
97.516,1,97.516,1
97.517,1,97.517,0
97.518,0,97.518,0
97.519,1,97.519,1
97.52,2,97.52,0
97.521,0,97.521,0
97.522,0,97.522,0
97.523,0,97.523,0
97.524,0,97.524,0
97.525,0,97.525,0
97.526,0,97.526,0
97.527,0,97.527,0
97.528,0,97.528,0
97.529,0,97.529,0
97.53,0,97.53,0
97.531,1,97.531,0
97.532,0,97.532,3
97.533,1,97.533,2
97.534,2,97.534,2
97.535,1,97.535,1
97.536,1,97.536,1
97.537,1,97.537,0
97.538,0,97.538,0
97.539,1,97.539,1
97.54,2,97.54,0
97.541,0,97.541,0
97.542,0,97.542,0
97.543,0,97.543,0
97.544,0,97.544,0
97.545,0,97.545,0
97.546,0,97.546,0
97.547,0,97.547,0
97.548,0,97.548,0
97.549,0,97.549,0
97.55,0,97.55,0
97.551,1,97.551,0
97.552,0,97.552,3
97.553,1,97.553,2
97.554,2,97.554,2
97.555,1,97.555,1
97.556,1,97.556,1
97.557,1,97.557,0
97.558,0,97.558,0
97.559,1,97.559,1
97.56,2,97.56,0
97.561,0,97.561,0
97.562,0,97.562,0
97.563,0,97.563,0
97.564,0,97.564,0
97.565,0,97.565,0
97.566,0,97.566,0
97.567,0,97.567,0
97.568,0,97.568,0
97.569,0,97.569,0
97.57,0,97.57,0
97.571,1,97.571,0
97.572,0,97.572,3
97.573,1,97.573,2
97.574,2,97.574,2
97.575,1,97.575,1
97.576,1,97.576,1
97.577,1,97.577,0
97.578,0,97.578,0
97.579,1,97.579,1
97.58,2,97.58,0
97.581,0,97.581,0
97.582,0,97.582,0
97.583,0,97.583,0
97.584,0,97.584,0
97.585,0,97.585,0
97.586,0,97.586,0
97.587,0,97.587,0
97.588,0,97.588,0
97.589,0,97.589,0
97.59,0,97.59,0
97.591,1,97.591,0
97.592,0,97.592,3
97.593,1,97.593,2
97.594,2,97.594,2
97.595,1,97.595,1
97.596,1,97.596,1
97.597,1,97.597,0
97.598,0,97.598,0
97.599,1,97.599,1
97.6,2,97.6,0
97.601,0,97.601,1
97.602,0,97.602,0
97.603,0,97.603,0
97.604,0,97.604,0
97.605,0,97.605,0
97.606,0,97.606,0
97.607,0,97.607,0
97.608,0,97.608,0
97.609,0,97.609,0
97.61,0,97.61,0
97.611,1,97.611,0
97.612,0,97.612,3
97.613,1,97.613,2
97.614,2,97.614,2
97.615,1,97.615,1
97.616,1,97.616,1
97.617,1,97.617,0
97.618,0,97.618,0
97.619,1,97.619,1
97.62,2,97.62,0
97.621,0,97.621,0
97.622,1,97.622,1
97.623,0,97.623,0
97.624,0,97.624,0
97.625,0,97.625,0
97.626,0,97.626,0
97.627,0,97.627,0
97.628,1,97.628,1
97.629,0,97.629,0
97.63,0,97.63,0
97.631,1,97.631,0
97.632,0,97.632,3
97.633,1,97.633,2
97.634,3,97.634,3
97.635,1,97.635,1
97.636,1,97.636,1
97.637,1,97.637,0
97.638,0,97.638,0
97.639,1,97.639,1
97.64,2,97.64,0
97.641,0,97.641,0
97.642,1,97.642,1
97.643,0,97.643,0
97.644,0,97.644,0
97.645,0,97.645,0
97.646,0,97.646,0
97.647,0,97.647,0
97.648,1,97.648,1
97.649,0,97.649,0
97.65,0,97.65,0
97.651,1,97.651,0
97.652,0,97.652,3
97.653,1,97.653,2
97.654,3,97.654,3
97.655,1,97.655,1
97.656,1,97.656,1
97.657,1,97.657,0
97.658,0,97.658,0
97.659,1,97.659,1
97.66,2,97.66,0
97.661,0,97.661,0
97.662,1,97.662,1
97.663,0,97.663,0
97.664,0,97.664,0
97.665,0,97.665,0
97.666,0,97.666,0
97.667,0,97.667,0
97.668,1,97.668,1
97.669,0,97.669,0
97.67,0,97.67,0
97.671,1,97.671,0
97.672,0,97.672,3
97.673,1,97.673,2
97.674,3,97.674,3
97.675,1,97.675,1
97.676,1,97.676,1
97.677,1,97.677,0
97.678,0,97.678,0
97.679,1,97.679,1
97.68,2,97.68,0
97.681,0,97.681,0
97.682,1,97.682,1
97.683,0,97.683,0
97.684,0,97.684,0
97.685,0,97.685,0
97.686,0,97.686,0
97.687,0,97.687,0
97.688,1,97.688,1
97.689,0,97.689,0
97.69,0,97.69,0
97.691,1,97.691,0
97.692,0,97.692,3
97.693,1,97.693,2
97.694,3,97.694,3
97.695,1,97.695,1
97.696,1,97.696,1
97.697,1,97.697,0
97.698,0,97.698,0
97.699,1,97.699,1
97.7,2,97.7,0
97.701,0,97.701,0
97.702,0,97.702,0
97.703,0,97.703,0
97.704,0,97.704,0
97.705,0,97.705,0
97.706,0,97.706,0
97.707,0,97.707,0
97.708,0,97.708,0
97.709,0,97.709,0
97.71,0,97.71,0
97.711,1,97.711,0
97.712,0,97.712,3
97.713,1,97.713,2
97.714,2,97.714,2
97.715,1,97.715,1
97.716,1,97.716,1
97.717,1,97.717,0
97.718,0,97.718,0
97.719,1,97.719,1
97.72,2,97.72,0
97.721,0,97.721,0
97.722,0,97.722,0
97.723,0,97.723,0
97.724,0,97.724,0
97.725,0,97.725,0
97.726,0,97.726,0
97.727,0,97.727,0
97.728,0,97.728,0
97.729,0,97.729,0
97.73,0,97.73,0
97.731,1,97.731,0
97.732,0,97.732,3
97.733,1,97.733,2
97.734,2,97.734,2
97.735,1,97.735,1
97.736,1,97.736,1
97.737,1,97.737,0
97.738,0,97.738,0
97.739,1,97.739,1
97.74,2,97.74,0
97.741,0,97.741,0
97.742,0,97.742,0
97.743,0,97.743,0
97.744,0,97.744,0
97.745,0,97.745,0
97.746,0,97.746,0
97.747,0,97.747,0
97.748,0,97.748,0
97.749,0,97.749,0
97.75,0,97.75,0
97.751,1,97.751,0
97.752,0,97.752,3
97.753,1,97.753,2
97.754,2,97.754,2
97.755,1,97.755,1
97.756,1,97.756,1
97.757,1,97.757,0
97.758,0,97.758,0
97.759,1,97.759,1
97.76,2,97.76,0
97.761,0,97.761,0
97.762,0,97.762,0
97.763,0,97.763,0
97.764,0,97.764,0
97.765,0,97.765,0
97.766,0,97.766,0
97.767,0,97.767,0
97.768,0,97.768,0
97.769,0,97.769,0
97.77,0,97.77,0
97.771,1,97.771,0
97.772,0,97.772,3
97.773,1,97.773,2
97.774,2,97.774,2
97.775,1,97.775,1
97.776,1,97.776,1
97.777,1,97.777,0
97.778,0,97.778,0
97.779,1,97.779,1
97.78,2,97.78,0
97.781,0,97.781,0
97.782,0,97.782,0
97.783,0,97.783,0
97.784,0,97.784,0
97.785,0,97.785,0
